GENE1,GENE2,SCORE,HPRD,Pvalue
PDGFRB,NTRK2,3.455456908,2,0.02073
PTPN6,CSF1R,3.455024089,2,0.205543256
FYN,PLAUR,3.454654761,1,0.055636
COL14A1,NRP1,3.453437377,2,0.074446
EIF2B4,LDLR,3.453320485,2,0.040198
PGF,FLT1,3.453139603,1,0.060571
TYROBP,TREM1,3.452519868,1,0.033063
PLCG1,ERBB2,3.452376929,1,0.012078
TIMP1,NRP2,3.452010335,2,0.028137
SNF1LK,EPHA2,3.451900559,2,0.057073941
PTPN6,DDR2,3.45153736,2,0.007312
SNF1LK,ACVR1,3.451525159,2,0.129404
ITGA9,ITGB1,3.450947177,1,0.056539
INSR,FGFR1,3.450072091,2,0.014794
FN1,FLT1,3.448874348,2,0.079787
GDF15,NRP1,3.446800842,2,0.013033824
LY96,TLR4,3.446760059,1,0.007263
YES1,FGFR3,3.446551359,2,0.100880026
MARK2,EPHA4,3.446354123,2,0.070815
ABL2,EPHB4,3.446319479,2,0.039046812
TNK2,ROR1,3.44624835,2,0.07046865
CBL,LTK,3.446019586,1,0.135491086
INSR,FGFR4,3.445965453,2,0.016002119
HIPK2,TNFRSF21,3.445501801,2,0.031102
TRIO,FLT4,3.445146948,2,0.102215948
MAP2K3,BMPR1A,3.445095466,2,0.157594
RYK,PTK7,3.44226703,2,0.008284696
RYK,FGFR1,3.441614298,2,0.018609
PTPRG,EPHA3,3.440949094,2,0.108396906
FN1,TNFRSF14,3.440316031,2,0.004534
ADRBK1,ROR1,3.439609656,2,0.014888322
CSK,FGFR4,3.438932817,2,0.09834015
MAPK1,ACVR1,3.438908252,2,0.074273248
SCARB1,LDLR,3.438873153,2,0.000542153
INSR,DDR1,3.437003507,2,0.011415507
SNF1LK,FLT1,3.436859422,2,0.103268422
CYR61,EPHB4,3.43667873,2,0.144555
JAG1,CELSR2,3.435525152,2,0.082628
ROR1,PDGFRA,3.434103771,2,0.015008
EGFR,FLT1,3.433998622,2,0.121034455
TGFB1,EGFR,3.432176021,2,0.058025145
PIGO,LDLR,3.432075906,2,0.209095594
RAD23B,CSF1R,3.431662322,2,0.03542
ABL2,ROR1,3.431195646,2,0.065167
ENG,PVRL1,3.430473655,2,0.023358
JAK1,PTPRT,3.428890561,2,0.126624772
ELMO1,FLT1,3.428590293,2,0.16608654
PRKCA,BMPR1A,3.428412132,2,0.071466
EPHB4,IL6R,3.427701054,2,0.08590028
GAS6,PDGFRA,3.427362316,2,0.008133851
NTRK2,EPHA4,3.426224195,2,0.080618
TNK2,FGFR4,3.425957547,2,0.022651
PDGFRA,DDR1,3.425924545,2,0.068461
ARHGEF11,NTRK2,3.42541342,2,0.08615092
GNAI3,ADRA1B,3.424992609,2,0.193920609
NRP1,ENG,3.424707226,2,0.041029
LAMA4,ENG,3.424133465,2,0.066347
CXCL2,IL8RB,3.423968839,1,0.103924505
IL15,IL2RB,3.423796254,1,0.10695642
GNAT1,HTR4,3.42340205,2,0.157991
NET1,ERBB2,3.423225296,2,0.015551537
COL4A3,C1QR1,3.422283068,1,0.087787234
APOE,SCARB1,3.421473753,1,0.062652
IL4R,IL6R,3.421470142,2,0.089165309
MARK2,EPHB4,3.421241812,2,0.133486
EPHB3,EPHA2,3.420894391,2,0.046970391
EGFR,FGFR4,3.419329557,2,0.036959057
CSNK1G2,ACVR1,3.41931909,2,0.086594
AKT3,TYRO3,3.418559942,2,0.105528224
PTPN1,ROR2,3.417880061,2,0.07524406
DAF,CD97,3.417846153,1,0.020865
RYK,EPHB3,3.417376881,1,0.072065619
IGFBP3,ERBB2,3.417220928,2,0.024167738
CSK,PTPRS,3.416877422,2,0.024268
VWF,EGFR,3.415628135,2,0.047124
ARHGEF2,EGFR,3.414511977,2,0.028142
AKT1,FGFR1,3.413882671,2,0.004508
BMP1,ENG,3.413207883,2,0.025987
STK4,BMPR2,3.412727651,2,0.017922484
TGFBR1,BMPR1A,3.41259709,2,0.023137
TYK2,ACVR1,3.412357906,2,0.058437739
MARK2,FGFR1,3.412211807,2,0.084639
SPARC,ITGA2,3.411822899,2,0.156562
LRPAP1,LDLR,3.411337206,1,0.034391
FN1,ITGB5,3.410966997,2,0.010809
DDR1,ITGB6,3.410592724,2,0.018027057
MET,FLT1,3.410061326,2,0.029739826
STK4,TGFBR2,3.409882805,2,0.043476139
TRIO,KDR,3.409055144,2,0.104101
NEK6,BMPR2,3.408954961,2,0.060168
RPS6KA5,BMPR1A,3.406101621,2,0.061265621
TRAF1,TNFRSF19,3.40599639,1,0.028027
TNK2,MET,3.405387595,2,0.088931405
PCTK3,ACVR1,3.404991087,2,0.010232
EDD1,FLT1,3.404668068,2,0.020625
EDD1,EGFR,3.404361924,2,0.072664909
HCK,CSF3R,3.403087267,1,0.08007
TRIO,DDR1,3.402477468,2,0.001610198
PRKD1,PTK7,3.402311833,2,0.088870167
PDGFRB,PTPRG,3.401148391,2,0.043185276
COL18A1,KDR,3.400847013,1,0.136283
TYK2,IGF1R,3.399479947,2,0.006427447
DAPK3,FAS,3.39865089,2,0.087513223
FYN,EPHB4,3.398589269,2,0.037729
RYK,PTPRG,3.39846251,2,0.039262823
PRKCA,TGFBR2,3.396690131,2,0.095423703
ADRBK2,TYRO3,3.393731785,2,0.085913
RASA1,EGFR,3.393350415,1,0.060615
COL18A1,CSF1R,3.393215092,2,0.099222259
IL2RG,IL6ST,3.392959442,2,0.115808
THBD,ITGB1,3.392521905,2,0.123455239
TRIO,PTPRU,3.39128633,2,0.048685
APP,CELSR2,3.390970752,2,0.094263082
NOTCH1,LTBR,3.390582389,2,0.045381
PCDH1,NRP1,3.39018577,2,0.094222
CTGF,CSF1R,3.389762077,2,0.044988
PDGFRB,EPHB3,3.389626417,2,0.140564
PTPN11,PDGFRA,3.38929,1,0.007714
COL1A2,FGFR1,3.38898123,2,0.008236
PTK2,FGFR3,3.388755963,2,0.141288
TYK2,PDGFRA,3.388533768,2,0.118895601
ABL1,PDGFRB,3.388461441,2,0.102813392
SYK,AXL,3.387855957,2,0.020041
EPHB4,PTPRD,3.387567262,2,0.036088071
TRIO,PTK7,3.387249328,2,0.025047839
TRIO,ROR2,3.386879649,2,0.074884
ROCK2,PDGFRB,3.386212493,2,0.121363
TCF12,ATRN,3.385920344,2,0.014005
MAPK10,BMPR2,3.384208072,2,0.07195
JAG1,PTPRF,3.383761176,2,0.064088
HIPK2,BMPR1A,3.383418916,2,0.02861
GAS6,FGFR1,3.383233287,2,0.024305
SPG7,NOTCH4,3.382667629,2,0.007379629
FGFR3,NOTCH4,3.382510096,2,0.017477
TNFRSF1A,TNFRSF11B,3.381930982,2,0.031344852
SRC,DDR2,3.380276719,1,0.030286
CHKA,LRP8,3.380262408,2,0.079597592
NOTCH1,ITGB1,3.38021127,2,0.095593
ERBB3,CSF1R,3.379991848,2,0.033377985
TGFBR2,ENG,3.379479542,1,0.125682
MARK2,TYRO3,3.377929168,2,0.03517
JAK1,TYRO3,3.377901456,2,0.062857289
THBS1,ITGB5,3.376719872,2,0.091386461
PTPRG,EPHA5,3.375715432,2,0.017132
FN1,FAS,3.373329824,2,0.005245
NGFR,TNFRSF10B,3.373295838,2,0.083794662
WNK1,ACVR1,3.373281547,2,0.09027662
CSF1R,PTPRF,3.372424734,2,0.035344567
LAMA3,FLT1,3.372095895,2,0.018044
DDR1,EPHB3,3.371655945,2,0.059196722
CXCL2,IL8RA,3.371575288,1,0.093832045
ENG,NEO1,3.371328628,2,0.028577
PTK7,KDR,3.371148905,2,0.0731
PTK7,AXL,3.371043114,2,0.121920281
BRAF,FAS,3.370876257,2,0.064577409
PINK1,PTPRF,3.369588509,2,0.120435325
DYRK1A,BMPR2,3.369502173,2,0.039066006
NOTCH1,IL10RB,3.367918724,2,0.08837
HBEGF,ITGB2,3.367533981,2,0.032718
JAK2,FGFR4,3.366387506,2,0.007712
GNAI2,LHCGR,3.365652199,1,0.006993
CHUK,TGFBR2,3.365595268,2,0.008277102
ARHGEF2,EPHB2,3.364954041,2,0.081754874
SPARC,EDNRB,3.36478088,2,0.053174787
PASK,TGFBR1,3.364583182,2,0.104426
PPBP,IL8RB,3.36457558,1,0.010583
EPHA4,PTPRF,3.363747122,2,0.123319
PDGFRB,KIT,3.363016385,2,0.236956551
COL11A1,ITGB1,3.362626937,2,0.03688423
PTPN6,FGFR3,3.361664557,2,0.009214
NEK6,TGFBR2,3.361615477,2,0.098460477
LAMA2,PLAUR,3.360859828,2,0.074256672
PTPRU,CSF1R,3.359957499,2,0.073003332
ROCK1,TNFRSF1A,3.359540911,2,0.061325755
ERBB3,PDGFRA,3.359035365,2,0.150932
NET1,FGFR1,3.35814821,2,0.05864429
MAP2K6,TGFBR1,3.356966947,2,0.156497281
LAMA5,PTPRF,3.356735412,2,0.077093
C1QA,C1QR1,3.356430221,1,0.165594221
CCL23,CCR1,3.355611924,1,0.077656
TGFB1,NOTCH4,3.355597397,2,0.04797973
CAMK4,TGFBR1,3.355118083,2,0.007527
COL7A1,NRP1,3.354722546,2,0.04599312
A2M,LRP1,3.353897706,1,0.047702
CDH23,ITGB1,3.353824292,2,0.012490374
SEMA3B,NRP2,3.353454893,1,0.04372994
INSR,ROR1,3.353198846,2,0.058008
PTPRS,PTPRF,3.352986469,2,0.030105
INSR,EPHA2,3.352747045,2,0.141535
COL6A2,NRP2,3.35247751,2,0.11427599
GNAI2,TACR2,3.352426008,2,0.052744008
TIMP3,CSF1R,3.352151997,2,0.020049
TRIO,ACVR1B,3.351798817,2,0.075611
GRB10,INSR,3.351743322,1,0.023171
SYK,ROR1,3.348169334,2,0.011636
KNG1,C1QR1,3.34812533,1,0.037583
FER,ERBB2,3.348067048,2,0.042293952
CD74,CD44,3.346929283,1,0.199182884
PAK2,ACVR1,3.346032603,2,0.066873
MAP3K7,TGFBR2,3.344869079,2,0.035662921
MAP3K5,ACVR1,3.344376838,2,0.017646
PRKCQ,TGFBR2,3.34410727,2,0.063385
TGFB3,FGFR2,3.343195376,2,0.032
CDH3,CD97,3.343050342,2,0.027662658
NGFR,NTRK3,3.342723472,1,0.030587
PTPRG,NTRK3,3.341773183,2,0.060689683
IGFBP3,ITGA2,3.341395727,2,0.097614893
SNF1LK,EPHB3,3.341314587,2,0.141362087
CDH3,ITGA2,3.341280407,2,0.036816
LATS1,BMPR2,3.340790823,2,0.056630489
LAMB2,ENG,3.340396676,2,0.068227657
ACVR1B,ACVR1,3.340025867,1,0.105312799
GAB1,INSR,3.339915462,1,0.022228
LCK,FGFR1,3.339776025,2,0.138014641
TNK2,PTPRT,3.33779374,2,0.069539
PTK7,EPHA4,3.337576117,2,0.06514745
MARK2,MET,3.337535692,2,0.102348308
TGFBR2,EPHA2,3.337108336,2,0.091999
PRKCE,ACVR1,3.33671979,2,0.011335
ROCK2,FGFR1,3.335763226,2,0.071898274
PTPRG,FLT1,3.335632285,2,0.177352952
CELSR2,PTPRF,3.335385372,2,0.018681538
TYK2,PTK7,3.335335908,2,0.076217
MAP3K2,TGFBR1,3.333136166,2,0.038200834
CD59,ATRN,3.332811351,2,0.139514149
PTPRS,TYRO3,3.332629187,2,0.011404
PTPRG,NTRK2,3.332509766,2,0.045213099
PAK1,ACVR1B,3.332490685,2,0.020407
TRADD,FAS,3.332457165,1,0.095873165
SRC,EPHA5,3.332257163,2,0.02398433
ROR1,EPHB4,3.331037296,2,0.111490296
PRKD1,EPHB4,3.33039967,2,0.074036
LAMA3,NRP2,3.3303102,2,0.060789
BIRC1,TFRC,3.33001316,2,0.164594
EGF,EGFR,3.329579344,1,0.077829
BTK,FAS,3.329442028,1,0.138868
CDC25B,TGFBR2,3.328895637,2,0.05578403
NOTCH1,TNFRSF14,3.327548175,2,0.071332
GRB7,ERBB3,3.327346694,1,0.03203
SYK,IGF1R,3.32705462,2,0.006854
FGD1,ERBB2,3.326822264,2,0.143462
RIPK1,TNFRSF25,3.325760553,2,0.053178
ABL1,KDR,3.325743447,2,0.010421
JAK2,ERBB2,3.325714156,1,0.078299
PRKAA1,BMPR1A,3.324547359,2,0.165044
CYR61,ERBB2,3.324292829,2,0.094490338
EPHB2,FGFR1,3.323792806,2,0.108728527
RIPK1,BMPR2,3.322441694,2,0.00620664
FADD,TNFRSF1A,3.322434459,2,0.152906041
ANXA5,ATRN,3.322114176,2,0.035247
RYK,ROR2,3.318524271,2,0.028972
C3,IL6R,3.318202222,2,0.145761611
IFNGR2,IL6R,3.317779634,2,0.003764866
PRKD3,RYK,3.317646607,2,0.02077694
CIT,FGFR3,3.317407719,2,0.036048053
PRKCB1,TGFBR1,3.316165697,2,0.021822
CSF1R,TIE1,3.315907065,2,0.088645602
BMP7,NOTCH4,3.315652635,2,0.024203532
CNTNAP1,ITGB5,3.315158105,2,0.089890439
TNFRSF21,TNFRSF10B,3.314285718,2,0.008566884
SNF1LK,EPHB4,3.313970804,2,0.10558953
ERBB2IP,ITGB4,3.313010804,1,0.052234304
ABL2,PDGFRB,3.312871845,2,0.152088179
LATS1,RYK,3.312064596,2,0.005587429
ITGB1,ITGB8,3.311664079,2,0.134297
TRIO,TGFBR1,3.309877091,2,0.063424
EPHB4,EPHB3,3.309776299,2,0.161984299
MAP3K5,BMPR1A,3.309024962,2,0.084914962
FN1,CD47,3.308336858,2,0.058211309
MARK2,FGFR4,3.307717449,2,0.006494
CDH3,CD151,3.306450076,2,0.144226242
MAP2K4,PTPRF,3.30536857,2,0.049354
COL6A3,ITGAV,3.304909195,2,0.011991
SRC,FGFR3,3.304348375,2,0.075837
TNC,ITGB1,3.30384682,1,0.006287
SNF1LK,FGFR1,3.303802317,2,0.014318
MAP2K1,TGFBR2,3.302807433,2,0.016037
TRAF4,ACVR1,3.302511594,2,0.013483
VWF,ITGB1,3.302286416,2,0.031092749
GNA12,TSHR,3.301354432,1,0.057038235
PTPRG,LDLR,3.301181781,2,0.081997
WNK1,BMPR2,3.301093193,2,0.175033
RASA1,PDGFRB,3.300193672,1,0.012286
TRADD,TNFRSF10A,3.29972461,1,0.077380223
ITGA3,ITGA5,3.299314723,2,0.010238
INHBA,LDLR,3.299220276,2,0.016571
JAK1,EPHB2,3.298370666,2,0.097744168
MAPK9,BMPR1A,3.298109998,2,0.129796502
HBEGF,FLT1,3.297432836,2,0.016591003
TNC,EGFR,3.296278127,1,0.151478
MARK2,TGFBR2,3.296177609,2,0.161225058
PLAT,AMFR,3.295135477,2,0.039507
CFLAR,TNFRSF11B,3.294896234,2,0.012772
CSNK1E,BMPR1A,3.294706621,2,0.008235
YES1,IGF1R,3.294168206,2,0.064668
WBP2,TNFRSF1A,3.294116667,2,0.043869
TYK2,FGFR3,3.293471019,2,0.107364352
AKT1,TGFBR1,3.291693961,2,0.013244
ITGB1,ITGA10,3.291564817,1,0.034314
PTPRG,PTPRF,3.291332543,2,0.078097
RPS6KB2,TGFBR2,3.29126555,2,0.125719
SMURF1,BMPR1A,3.290397987,2,0.013121
AKT1,FLT1,3.29033271,2,0.01861
NET1,EPHB4,3.29028045,2,0.170926
TRIO,ERBB3,3.289769088,2,0.017748079
ABL1,ERBB2,3.289714857,2,0.118060809
CD14,NOTCH2,3.289654459,2,0.1412
TTN,IL7R,3.289419795,2,0.110250705
GRB2,EPHA2,3.288962376,1,0.026371
EPHB2,MET,3.287941201,2,0.004551965
CBL,TYRO3,3.287079148,2,0.064865
LU,ITGB6,3.286543674,2,0.02066
CYR61,FGFR2,3.286131137,2,0.046542
PTPRF,KDR,3.285584085,2,0.046973
APOD,LRP1,3.285044463,2,0.009557
SLIT2,BMPR2,3.284055077,2,0.035943
ADAM9,AMFR,3.283803244,2,0.00508341
ROCK2,EPHB4,3.282808219,2,0.162140448
CHUK,TNFRSF1A,3.282644268,1,0.020129
MDK,NOTCH4,3.282124847,2,0.101954
PDGFRB,FLT4,3.282019267,2,0.1224951
PTPN1,FGFR1,3.281464608,2,0.093695058
IRS2,CSF1R,3.281171948,2,0.02516
HBEGF,CSF1R,3.281115314,2,0.024595519
CSF1R,DDR2,3.280517305,2,0.099645472
DAPK1,TNFRSF21,3.28030899,2,0.022068157
STK25,FAS,3.279349097,2,0.012702
CRKL,EPHA2,3.279119981,2,0.022801
PTPRG,PTK7,3.278210419,2,0.026975
SPG7,NRXN3,3.277805182,2,0.044821484
LAMA5,PLXNB1,3.277415831,2,0.103727669
COMP,ITGA2,3.274486821,2,0.091124821
NTN1,NEO1,3.273785113,1,0.109763887
CYR61,ITGB5,3.273603961,1,0.009349
HSD17B2,LDLR,3.272350656,2,0.04195
SHC3,NTRK2,3.272098143,1,0.021893
ADRBK2,PDGFRA,3.271443216,2,0.01008
ERBB2,FGFR4,3.270961279,2,0.115166
PRKCA,TNFRSF10B,3.270508946,2,0.030805
MARK2,ACVR1B,3.269325706,2,0.034568
COL1A1,ITGA2,3.268802755,1,0.134154
PRKD3,DDR2,3.26781216,2,0.055058
FURIN,LRP1,3.267407366,1,0.106004033
PDGFRA,DDR2,3.267274595,2,0.007478
TGFB1,IL6R,3.266458064,2,0.034800436
THBS1,CD47,3.265515375,1,0.040745
COL18A1,TNFRSF7,3.264465144,2,0.034360811
PTPN11,FGFR1,3.264388881,2,0.165754
DDR1,CSF1R,3.263688893,2,0.110814559
PRKD3,PDGFRB,3.263596892,2,0.000303608
LTBP1,ITGB5,3.26331592,1,0.191507253
SPARC,EGFR,3.262882256,2,0.013308
PLAT,ITGB1,3.262624679,2,0.022517
LYN,EPHA2,3.261943395,2,0.0108
THBS1,AMFR,3.261153322,2,0.033625
CCL5,CCR4,3.260358858,1,0.04066
SNF1LK2,PDGFRB,3.260154228,2,0.088307
CSK,ERBB2,3.260007848,2,0.165463152
ITGAV,ITGB5,3.259736181,1,0.045097652
FDXR,LRP1,3.259445778,2,0.157564
IL8,IL8RB,3.259217073,1,0.161351927
MCAM,NRXN3,3.259215937,2,0.016484
AKT3,ROR1,3.259021971,2,0.050941
FYN,EPHA2,3.258989254,2,0.02225458
ABL1,EPHB6,3.258422797,2,0.015709963
NR4A1,NOTCH1,3.257874532,2,0.139604801
MET,ERBB2,3.25569995,2,0.056622383
ERBB2,CSF1R,3.255556178,2,0.057889
PAK4,BMPR1A,3.255463819,2,0.042713
EPHB3,EPHA5,3.252928295,2,0.091301372
ADRBK2,RYK,3.252762192,2,0.011499025
PTPRU,EPHB4,3.25208158,2,0.04355
JAK2,FGFR2,3.251954224,2,0.078409443
TNK2,KIT,3.251651884,2,0.050079449
SEMA3C,NOTCH1,3.250202008,2,0.141905
RIPK2,TGFBR1,3.250059465,2,0.156736798
FYN,EGFR,3.249893645,2,0.083932478
STK3,BMPR2,3.249882397,2,0.08841427
NLGN1,NRXN1,3.249506396,1,0.081661
TYRO3,ROR2,3.249266036,2,0.080838
COL1A2,CSF1R,3.247976472,2,0.088326
PLTP,LDLR,3.247912416,2,0.073858
ROCK1,FAS,3.247117979,2,0.060809
PDGFRB,PTPRJ,3.246938351,2,0.039109851
PRKD2,EPHA2,3.246074085,2,0.028192
PKN1,ACVRL1,3.244910011,2,0.045716156
SMARCD3,OGFR,3.244473629,2,0.367577
MARK2,BMPR1A,3.244307757,2,0.064523
PLCG1,PDGFRB,3.244127687,1,0.008124
TRIO,EPHB4,3.24334086,2,0.04256486
FN1,SDC2,3.242271055,1,0.004351221
HLA-C,LILRB1,3.24187664,1,0.060681
EDD1,MET,3.241823767,2,0.012944
HLA-G,LILRB1,3.241433842,1,0.127006992
PTPN11,EGFR,3.241432595,1,0.048290572
IL6ST,IL7R,3.241347157,2,0.030845
STK3,ACVRL1,3.240111194,2,0.01775
PRKCA,ACVR1B,3.239785068,2,0.169717765
CD226,ITGB2,3.2396217,1,0.080768
HLA-G,KLRD1,3.239595223,1,0.032965777
MAPKAPK5,BMPR1A,3.239291204,2,0.034045
CSNK1D,TGFBR2,3.238410927,2,0.034548573
SNF1LK,PDGFRB,3.237812855,2,0.059940978
SNF1LK,PTK7,3.23626211,2,0.059889723
MAP3K7,PTPRS,3.235856419,2,0.032761415
HSPCA,TNFRSF1A,3.235716155,1,0.064397
SFRP1,NGFR,3.235683598,2,0.074446
RPS6KA1,ACVR1B,3.235653343,2,0.16194049
PRKCE,BMPR1A,3.235271714,2,0.075134
PRKD3,BMPR1A,3.235271512,2,0.107862
SEMA5A,NRXN3,3.235202155,2,0.041725
COL14A1,ENG,3.234653472,2,0.040360472
PTPRG,ERBB2,3.234563831,2,0.031088836
TYK2,ROR1,3.234229631,2,0.039253965
PRKD3,IGF1R,3.232982186,2,0.041559
EGFR,PDGFRA,3.232500086,2,0.067257
PTPN6,ERBB3,3.232386947,2,0.045929219
PLEKHC1,EPHB4,3.230275835,2,0.018164
TGFB1,TGFBR1,3.229191115,1,0.005717
GAS6,AXL,3.22902917,1,0.120957
ROR1,DDR1,3.228482094,2,0.133602406
BRAF,BMPR1A,3.227990697,2,0.077102
PRKD3,EPHA4,3.227045871,2,0.001824962
MET,ROR2,3.226491488,2,0.065967512
TRAF3,BMPR2,3.226471061,2,0.007706939
CHKA,LRP1,3.226308664,2,0.027159997
IL15,IL2RG,3.225892656,1,0.105660177
SRC,EPHA2,3.225851085,2,0.088937
BMPR1A,BMPR1B,3.225748492,1,0.014059
MAPKAPK2,ACVR1B,3.225286468,2,0.016002
STK3,ACVR1B,3.224526237,2,0.031386
SRC,PTK7,3.224511809,2,0.022372
NEK6,BMPR1A,3.224248638,2,0.173727138
VEGFC,KDR,3.223591655,1,0.153581679
RAF1,ACVR1,3.223439405,2,0.007237429
STK25,ACVRL1,3.223319426,2,0.044861
EPHB2,ERBB2,3.223307229,2,0.107508
CBL,FGFR4,3.223171879,2,0.049721546
MAPK9,ACVR1,3.223127012,2,0.079536
FYN,PTPRA,3.222650017,1,0.055541
CXCL1,IL8RB,3.221798795,1,0.018255539
ADRBK1,IGF1R,3.220192441,2,0.020124
TGFBR2,ACVR1,3.22017608,2,0.032314
PTK6,ERBB3,3.219880107,1,0.092551226
CHUK,FAS,3.21948402,2,0.06386802
TRAF6,TNFRSF19,3.21923463,1,0.128442
JAK2,RYK,3.219101721,2,0.045028
UBAP2L,FGFR1,3.2186851,2,0.051977
HFE,TFRC,3.218563728,1,0.057067561
PDGFRA,PTPRF,3.218517147,2,0.144343314
CDH11,NRP1,3.218421621,2,0.021298379
AKT3,DDR2,3.218257317,2,0.059056
CIT,FGFR1,3.21782179,2,0.010574543
PLCG1,PDGFRA,3.216905237,1,0.061785
TRAF2,AMFR,3.216818382,2,0.021119284
ERBB2,FGFR1,3.215758379,2,0.032088712
LYN,EGFR,3.215593756,2,0.083684
ARHGEF11,FGFR3,3.214705336,2,0.071041331
ARHGEF1,EGFR,3.213293808,2,0.125491192
TRAF4,BMPR1A,3.213262836,2,0.156286
INSR,EGFR,3.212512321,2,0.038564321
TYK2,INSR,3.212214451,2,0.052564383
SHC1,ERBB2,3.211687038,1,0.044939371
EPHB4,NTRK3,3.21110864,2,0.145435807
DDR1,ERBB2,3.210073935,2,0.062722065
AMFR,EPHA2,3.209689139,2,0.063471861
IFI35,C1QR1,3.209263962,2,0.139127962
PTK7,PTPRF,3.209130007,2,0.121967
ADAMTS1,FLT1,3.207418798,2,0.010573
C7,IFNAR1,3.207338675,2,0.040242175
FN1,NEO1,3.207176747,2,0.134496
MAP2K6,BMPR2,3.20629842,2,0.046405
ITGA2,CELSR2,3.206232674,2,0.151354841
PRKD3,TGFBR2,3.206207318,2,0.150217182
VLDLR,LRP6,3.205633933,2,0.017288567
FLT1,PTK7,3.20539569,2,0.064832477
FN1,IL4R,3.205337019,2,0.014551
COL3A1,DDR1,3.205272932,1,0.014609
TGFB3,ERBB2,3.204677051,2,0.081748717
STK4,ACVR1,3.203759804,2,0.069005362
C3,IL4R,3.202236477,2,0.072351356
LCK,TEK,3.201987863,1,0.110794304
CD58,ITGB1,3.201553527,2,0.176749
JAK2,CSF1R,3.201412466,2,0.081909034
MATK,KIT,3.201211566,1,0.066877733
BMP7,ENG,3.201113547,1,0.015207
JAG1,NEO1,3.201090909,2,0.00739
STK25,ACVR1B,3.200199375,2,0.058994792
BMP4,BMPR2,3.199892963,1,0.011164
PAK2,BMPR2,3.199030125,2,0.119971709
PRKCH,TGFBR1,3.198894976,2,0.162488
STK17B,BMPR2,3.198533486,2,0.049187514
FZD3,LRP6,3.198482295,2,0.137345871
PRKCH,ACVR1,3.198470313,2,0.202566146
SQSTM1,NTRK2,3.198147318,1,0.024782
SEMA4D,ENG,3.197928691,2,0.034414
PRKD3,FGFR1,3.19736672,2,0.006385
TRIO,EGFR,3.19679329,2,0.03034
FLT1,AXL,3.196513526,2,0.085126693
GAS6,BMPR2,3.196342091,2,0.018373
INHBA,ITGB1,3.19544418,2,0.026046
COL7A1,ENG,3.194596175,2,0.043513
NEO1,PTPRF,3.193722198,2,0.010811
LATS1,EPHB4,3.193548484,2,0.174234
LAMA3,ITGA2,3.193353496,2,0.014106
DAPK3,TGFBR2,3.192736672,2,0.04349
JAK2,FGFR1,3.192639965,2,0.010616
MET,PDGFRB,3.192614744,2,0.030216
FNTA,ACVR1,3.191520518,1,0.066113
ICK,TGFBR1,3.191512419,2,0.090462
EPHA5,AXL,3.191214456,2,0.128805545
SYK,ROR2,3.190530239,2,0.18132
ITGB1,ATRN,3.189938259,2,0.008975
TLR4,ATRN,3.189807467,2,0.101817
TRIO,FGFR4,3.189472198,2,0.065782
ITGB4,PTPRS,3.188589446,2,0.112754446
TNK2,ROR2,3.188222405,2,0.017398738
FER,EPHB4,3.188165822,2,0.009394655
COL16A1,ENG,3.187763585,2,0.144838
EPHB2,UNC5C,3.18760021,2,0.15116621
MARK1,DDR1,3.187017144,2,0.000699644
TGFB3,ITGA2,3.186893643,2,0.146155523
CASP8,TNFRSF10A,3.18647869,1,0.131269524
PRKD2,AXL,3.185242396,2,0.078468
TNK2,FGFR3,3.18500981,2,0.13220631
IRS2,INSR,3.185005741,1,0.033337
YES1,ERBB3,3.184599217,2,0.020722
SRC,ERBB3,3.18456512,2,0.066332546
CYR61,PTPRF,3.183916548,2,0.009007
LAMB2,NRXN1,3.183855308,2,0.011294
LAMA1,ITGB2,3.183588322,2,0.015044
EXT1,LRP8,3.183091803,2,0.084526864
TRAF5,TNFRSF19,3.18309006,1,0.140852
JAG1,PLAUR,3.182907238,2,0.022002405
TNK2,CSF1R,3.181889454,2,0.036539
FLT1,PTPRF,3.181882129,2,0.180732129
MINK1,TGFBR2,3.180839752,2,0.123706
PIK3R2,PTPRS,3.180248033,2,0.011831134
CSNK1A1,TGFBR1,3.178035296,2,0.035047
LAMA1,AMFR,3.17790441,2,0.116994257
STK17A,TNFRSF10B,3.177864529,2,0.012437
BMP4,NRP2,3.177426773,2,0.05513
CD4,IL2RA,3.177140967,1,0.058360699
CDC14A,IGF1R,3.177103824,2,0.027565
PGF,NOTCH4,3.176631934,2,0.037056267
LCK,PTK7,3.176012516,2,0.027252
NRP2,NOTCH4,3.17557703,2,0.042284
GNAT2,NPY1R,3.175130913,2,0.06677558
JAK2,ROR1,3.175076263,2,0.044509
ABL2,PTPRG,3.174582771,2,0.054508229
NR3C1,NOTCH1,3.173953203,2,0.069054036
EPHB2,EGFR,3.173845636,2,0.020123802
PAK1,TNFRSF10B,3.172871791,2,0.047817
AKT3,FGFR4,3.172644249,2,0.111272083
ABCA1,LDLR,3.171961886,2,0.058755448
FES,PTPRG,3.170839316,2,0.062454649
THBS1,LRP1,3.170749065,1,0.030859065
ARAF,TGFBR2,3.170058069,2,0.060090236
NRG1,ERBB2,3.169117294,1,0.063177
ELN,NRXN3,3.168725212,2,0.067394212
STK38,BMPR1A,3.168240333,2,0.004384833
GNA11,NPY1R,3.168172039,2,0.064517795
YES1,MET,3.167812946,2,0.034282
GRB7,ERBB2,3.167488559,1,0.094044608
COL6A3,LDLR,3.167463584,2,0.031452
